collection;numero;nom_excel;titre_resolu;statut;methode;note;extrait;url
Tableaux celebres;14;La Grande Vague de Kanagawa;La Grande Vague de Kanagawa;ok;direct;;"La Grande Vague de Kanagawa (神奈川沖浪裏, Kanagawa-oki nami-ura, littéralement Sous la vague au large de Kanagawa), plus connue sous le nom de La Vague, est une célèbre estampe japonaise du peintre japonais, spécialiste de l'ukiyo-e, Hokusai, publiée en 1830 ou en 1831 pendant l'époque d'Edo.
Cette estampe est l'œuvre la plus connue de Hokusai et la première de sa série Trente-six vues du mont Fuji, dans laquelle l'utilisation du bleu de Prusse renouvelait le langage de l'estampe japonaise. La compos";https://fr.wikipedia.org/wiki/La_Grande_Vague_de_Kanagawa
Tableaux celebres;15;Impression soleil levant;Impression, soleil levant;ok;direct;redirection suivie;"Impression, Soleil levant est un tableau de Claude Monet conservé au musée Marmottan à Paris, dont le titre donné pour la première exposition impressionniste d'avril 1874 a donné son nom au courant de l'impressionnisme.
La date d'exécution de cette marine, probablement pendant l'hiver 1872-1873, est hypothétique.";https://fr.wikipedia.org/wiki/Impression,_soleil_levant
Tableaux celebres;16;Le Dejeuner sur l'herbe;Le Déjeuner sur l'herbe;ok;direct;redirection suivie;"Le Déjeuner sur l'herbe est un tableau d'Édouard Manet achevé en 1863, d'abord intitulé Le Bain, puis La Partie carrée. Exposé brièvement pour la première fois au Salon des refusés le 15 mai 1863 puis décroché, réexposé l'année suivante non sans scandale en marge du Salon, il entra dans le patrimoine public en 1906 grâce à la donation du collectionneur Étienne Moreau-Nélaton.
La brutalité du style et surtout la juxtaposition d'une femme nue « ordinaire », regardant le public, et de deux hommes t";https://fr.wikipedia.org/wiki/Le_D%C3%A9jeuner_sur_l%27herbe
Tableaux celebres;17;Olympia;Olympia (Manet);verifier;search-repair;résolution par recherche contextuelle;Olympia est un tableau d'Édouard Manet conservé au musée d'Orsay à Paris, peint en 1863 mais exposé pour la première fois au Salon de 1865, créant un scandale retentissant.;https://fr.wikipedia.org/wiki/Olympia_(Manet)
Tableaux celebres;18;Le Bal du moulin de la Galette;Bal du moulin de la Galette (Renoir);verifier;search-overlap;résolution par recherche contextuelle;"Le Bal du moulin de la Galette de Renoir est une huile sur toile du peintre impressionniste français Auguste Renoir, réalisée en 1876. 
La scène, éclairée par une lumière qui passe à travers les feuilles, se déroule au moulin de la Galette, sur la butte Montmartre, à Paris.
Le tableau actuellement conservé au musée d'Orsay, à Paris a été acquis en 1894 par legs du peintre et collectionneur Gustave Caillebotte.";https://fr.wikipedia.org/wiki/Bal_du_moulin_de_la_Galette_(Renoir)
Tableaux celebres;19;La Nuit etoilee;La Nuit étoilée (1889);verifier;search-overlap;résolution par recherche contextuelle;"La Nuit étoilée (en néerlandais De sterrennacht) est une peinture de l'artiste peintre postimpressionniste néerlandais Vincent van Gogh. 
Le tableau représente ce que Van Gogh pouvait voir et extrapoler de la chambre qu'il occupait dans l'asile du monastère Saint-Paul-de-Mausole à Saint-Rémy-de-Provence en mai 1889. Souvent présenté comme son grand œuvre, le tableau a été reproduit à de très nombreuses reprises.";https://fr.wikipedia.org/wiki/La_Nuit_%C3%A9toil%C3%A9e_(1889)
Tableaux celebres;20;Les Tournesols;Les Tournesols;ok;direct;;"Les Tournesols est le nom attribué à deux séries de peintures réalisées par Vincent van Gogh.
La première est exécutée lors de son séjour à Paris en 1887, avec des tournesols posés sur une table. La seconde comprend six toiles réalisées lors de son séjour à Arles en août 1888 (quatre tableaux) et en janvier 1889 (deux copies qu'il appelle les Répétitions) ; elle représente des bouquets de tournesols dans des vases.";https://fr.wikipedia.org/wiki/Les_Tournesols
Tableaux celebres;21;Le Cri;Le Cri;ok;direct;;Le Cri (en norvégien : Skrik) est une œuvre expressionniste de l'artiste norvégien Edvard Munch dont il existe cinq versions (deux peintures, un pastel, un au crayon et une lithographie) réalisées entre 1893 et 1917. Symbolisant l'homme moderne emporté par une crise d'angoisse existentielle, elle est considérée comme l'œuvre la plus importante de l'artiste. Le paysage en arrière-plan est le fjord d'Oslo, vu d'Ekeberg.;https://fr.wikipedia.org/wiki/Le_Cri
Tableaux celebres;22;La Chambre a Arles;La Chambre de Van Gogh à Arles;verifier;search-overlap;résolution par recherche contextuelle;La Chambre de Van Gogh à Arles est une peinture à l'huile sur toile de 72 × 90 cm. Elle a été réalisée par le peintre Vincent van Gogh en 1888. Elle se trouve au musée Van-Gogh à Amsterdam.;https://fr.wikipedia.org/wiki/La_Chambre_de_Van_Gogh_%C3%A0_Arles
Tableaux celebres;23;Un dimanche apres-midi a l'ile de la Grande Jatte;Un dimanche après-midi à l'île de la Grande Jatte;ok;search;;Un dimanche après-midi à l'île de la Grande Jatte est un tableau de Georges Seurat, exposé à l'Art Institute of Chicago.;https://fr.wikipedia.org/wiki/Un_dimanche_apr%C3%A8s-midi_%C3%A0_l%27%C3%AEle_de_la_Grande_Jatte
Tableaux celebres;24;Les Demoiselles d'Avignon;Les Demoiselles d'Avignon;ok;direct;;Les Demoiselles d'Avignon est une peinture à l'huile sur toile, de grand format (244 × 234 cm), réalisée à Paris par Pablo Picasso en 1907. Le tableau est considéré comme l'un des tableaux les plus importants de l'histoire de la peinture en raison de la rupture stylistique et conceptuelle qu'il propose. Selon Henri Matisse, c'est vraisemblablement sur un malentendu qu'à partir de 1907 Les Demoiselles d'Avignon ou Bordel d'Avignon est considéré comme le premier tableau cubiste.;https://fr.wikipedia.org/wiki/Les_Demoiselles_d%27Avignon
Tableaux celebres;25;Guernica;Guernica (Picasso);verifier;requalifie;requalifié par contexte de collection;"Guernica est une peinture de l'artiste espagnol Pablo Picasso, une de ses œuvres les plus célèbres et un des tableaux les plus connus au monde.
Picasso réalise cette huile sur toile de style cubiste entre le 1er mai et le 4 juin 1937, à Paris, en réponse à une commande du gouvernement républicain de Francisco Largo Caballero pour le pavillon espagnol de l'Exposition universelle de Paris de 1937.
Cette toile monumentale est une dénonciation engagée du bombardement de Guernica, qui venait de se pr";https://fr.wikipedia.org/wiki/Guernica_(Picasso)
Tableaux celebres;26;La Persistance de la memoire;La Persistance de la mémoire;ok;direct;redirection suivie;La Persistance de la mémoire est un tableau surréaliste peint en 1931 par Salvador Dalí. C'est une huile sur toile connue dans le grand public sous le titre Les Montres molles et l'un des plus célèbres tableaux du peintre. Exposé pour la première fois à la galerie d'art de Julien Levy en 1932, il est  dans la collection du Museum of Modern Art à New York depuis 1934.;https://fr.wikipedia.org/wiki/La_Persistance_de_la_m%C3%A9moire
Tableaux celebres;27;Le Fils de l'homme;Le Fils de l'homme (Magritte);verifier;search-hint;résolution par recherche contextuelle;Le Fils de l'homme est une toile de René Magritte qui date de 1964. On y voit un homme debout devant un mur et un paysage marin, ayant une pomme verte devant le visage, seul son œil gauche apparait. L'homme en veste noire et au chapeau melon est l'un des personnages typiques de la peinture magritienne.;https://fr.wikipedia.org/wiki/Le_Fils_de_l%27homme_(Magritte)
Tableaux celebres;28;Composition VIII;Composition VIII;ok;direct;;Composition VIII est un tableau réalisé par Vassily Kandinsky en 1923. Cette œuvre est conservée au musée Solomon R. Guggenheim à New York. Elle était considérée par l'artiste comme l'apogée de sa production d'après-guerre.;https://fr.wikipedia.org/wiki/Composition_VIII
Tableaux celebres;29;American Gothic;American Gothic (Wood);verifier;search-hint;résolution par recherche contextuelle;"American Gothic est un tableau de Grant Wood appartenant à la Friends of American Art Collection de l'Art Institute of Chicago 
Wood a été inspiré par la maison Dibble (en), une construction de style gothique charpentier dont les détails ont attiré son regard, notamment la présence d'une fenêtre supérieure aux trois arcs en ogive, semblable à celles des églises gothiques. Il veut la peindre avec « le genre de personnes qu'[il] imaginait devoir vivre dans cette maison.";https://fr.wikipedia.org/wiki/American_Gothic_(Wood)
Tableaux celebres;30;Nighthawks;Nighthawks;ok;direct;;"Nighthawks est un tableau réalisé en 1942 par Edward Hopper et vendu quelques mois après à l'Art Institute of Chicago, auquel il appartient toujours.
En français, il est parfois désigné sous les titres Les Rôdeurs de nuit, Oiseaux de nuit ou encore Noctambules.";https://fr.wikipedia.org/wiki/Nighthawks
Tableaux celebres;31;Campbell's Soup Cans;Campbell's Soup Cans;ok;direct;;Campbell's Soup Cans, souvent appelée 32 boîtes de soupe Campbell, est une œuvre d'art créée en 1962 par Andy Warhol. Elle est composée de trente-deux toiles peintes, mesurant chacune 50,8 × 40,6 cm (20 × 16 pouces) et représentant chacune une boite de conserve de soupe Campbell – une de chaque variété de soupe en conserve proposée par la marque à cette époque. Les peintures individuelles ont été fabriquées avec un procédé sérigraphique semi-mécanique, dans un style non pictural.;https://fr.wikipedia.org/wiki/Campbell%27s_Soup_Cans
Tableaux celebres;32;Number 1;Number 1, 1950 (Lavender Mist);verifier;search-overlap;résolution par recherche contextuelle;Number 1, 1950 (Lavender Mist) est un tableau réalisé par le peintre américain Jackson Pollock en 1950. Cette huile, émail et aluminium sur toile est conservée à la National Gallery of Art, à Washington.;https://fr.wikipedia.org/wiki/Number_1,_1950_(Lavender_Mist)
Tableaux celebres;33;Les Nympheas;Les Nymphéas;ok;search;;Les Nymphéas est une série d'environ 250 peintures à l'huile impressionnistes élaborées par le peintre français Claude Monet pendant les 31 dernières années de sa vie. Ces peintures représentent le jardin de fleurs, et plus particulièrement le bassin de nénuphars, de la maison du peintre à Giverny (qui accueille aujourd'hui la fondation Claude Monet). Beaucoup de tableaux ont été peints tandis que l'artiste souffrait de la cataracte, qui aurait commencé à se développer progressivement à partir d;https://fr.wikipedia.org/wiki/Les_Nymph%C3%A9as
Tableaux celebres;34;Le Baiser;Le Baiser (Hayez);verifier;search-overlap;résolution par recherche contextuelle;"Le Baiser  est un tableau du peintre italien Francesco Hayez datant de 1859. Cette huile sur toile représente un couple échangeant un baiser, dans une composition en clair obscur et dans le style troubadour.
Elle est conservée à Milan à la pinacothèque de Brera.";https://fr.wikipedia.org/wiki/Le_Baiser_(Hayez)
Tableaux celebres;35;Composition avec rouge jaune et bleu;Composition avec jaune, bleu et rouge;verifier;search-overlap;résolution par recherche contextuelle;Composition avec jaune, bleu et rouge est une peinture à l'huile sur toile (69,2 × 72,7 cm) de l'artiste néerlandais Piet Mondrian, réalisée entre 1937 et 1942 et conservée à la Tate Modern de Londres.;https://fr.wikipedia.org/wiki/Composition_avec_jaune,_bleu_et_rouge
Tableaux celebres;36;Guitare et compotier;Guitare et Compotier (Paris);verifier;search-repair;résolution par recherche contextuelle;Guitare et Compotier ou Le Guéridon noir est un tableau réalisé par le peintre français Georges Braque en 1919. Cette huile sur toile est une nature morte cubiste représentant notamment une guitare et un compotier. Un temps en propriété de Raoul Albert La Roche, elle est aujourd'hui conservée au musée national d'Art moderne, à Paris.;https://fr.wikipedia.org/wiki/Guitare_et_Compotier_(Paris)
Tableaux celebres;37;Autoportrait a l'oreille bandee;Autoportrait à l'oreille bandée et à la pipe;ok;direct;redirection suivie;Autoportrait à l'oreille bandée et à la pipe est une peinture à l'huile sur toile de l'artiste peintre néerlandais Vincent van Gogh réalisée à Arles en janvier 1889. La toile, devenue propriété de la famille Niarchos, fut exposée à la fondation LVMH, propriété de Bernard Arnault en 2019.;https://fr.wikipedia.org/wiki/Autoportrait_%C3%A0_l%27oreille_band%C3%A9e_et_%C3%A0_la_pipe
Tableaux celebres;38;La Chute d'Icare;La Chute d'Icare;ok;direct;;La Chute d'Icare est un tableau de Pieter Brueghel l'Ancien dont l'original a disparu mais dont il existe deux copies. Toutes deux sont exposées à Bruxelles, l'une dans la collection du musée van Buuren et l'autre dans celle des Musées royaux des beaux-arts de Belgique.;https://fr.wikipedia.org/wiki/La_Chute_d%27Icare
Tableaux celebres;39;La Tour de Babel;La Tour de Babel (Brueghel);verifier;requalifie;requalifié par contexte de collection;"La Tour de Babel est le titre de plusieurs tableaux de Pieter Brueghel l'Ancien peints d'après l'épisode biblique de la tour de Babel.
Le plus célèbre, surnommé La « Grande » Tour de Babel, a été peint vers 1563 et est actuellement conservé au Kunsthistorisches Museum de Vienne. La « Petite » Tour de Babel, peinte vers 1568 et de dimension plus modeste, se trouve au musée Boijmans Van Beuningen à Rotterdam.";https://fr.wikipedia.org/wiki/La_Tour_de_Babel_(Brueghel)
Tableaux celebres;40;Le Triomphe de la mort;Le Triomphe de la mort (Nussbaum);verifier;search-overlap;résolution par recherche contextuelle;Le Triomphe de la mort (Triumph des Todes) est une peinture de Felix Nussbaum réalisée en 1944 et conservée dans la ville natale de l'auteur, Osnabrück.;https://fr.wikipedia.org/wiki/Le_Triomphe_de_la_mort_(Nussbaum)
Tableaux celebres;41;Venus d'Urbino;Vénus d'Urbin;verifier;search-overlap;résolution par recherche contextuelle;"La Vénus d'Urbin (en italien Venere di Urbino et donc quelquefois Vénus d'Urbino en français) est une peinture à l’huile sur toile, de la Renaissance réalisée par le Titien en 1538.
La toile, exposée à la galerie des Offices de Florence, est conçue pour être transportable, selon les vœux d'un noble italien de l'époque (dimensions 119 × 165 cm).
Le peintre est alors âgé de 50 ans et c'est la première fois qu'on lui passe commande d'un tel nu.";https://fr.wikipedia.org/wiki/V%C3%A9nus_d%27Urbin
